,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Meta_scores,User_scores
3185,6603,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.26,79,7.9
3186,6604,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73,6.0
3187,6607,Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77,8.0
3188,6608,MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89,6.7
3189,6609,Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84,7.5
3190,6610,Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77,8.8
3191,6612,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86,7.0
3192,6615,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25,56,7.9
3193,6619,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25,92,8.8
3194,6620,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0.0,0.04,0.25,81,8.0
3195,6622,Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81,8.3
3196,6623,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69,7.8
3197,6624,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46,3.6
3198,6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,0.12,0.1,0.0,0.04,0.25,80,8.2
3199,6631,World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25,52,tbd
3200,6632,Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25,78,8.0
3201,6635,Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0.0,0.04,0.25,53,5.6
3202,6638,Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,64,tbd
3203,6646,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57,5.9
3204,6647,Amped 2,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80,7.7
3205,6652,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25,39,4.9
3206,6655,Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25,73,8.0
3207,6660,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85,8.2
3208,6664,Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25,73,7.3
3209,6667,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63,7.1
3210,6668,Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71,8.6
3211,6669,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25,48,tbd
3212,6673,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.25,57,7.2
3213,6676,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.25,70,7.6
3214,6678,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25,79,7.9
3215,6679,Atari Anthology,XB,2004,Misc,Atari,0.19,0.05,0.0,0.01,0.25,68,tbd
3216,6681,XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25,74,7.9
3217,6682,MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25,78,6.9
3218,6684,Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.25,71,8.2
3219,6685,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56,6.4
3220,6697,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,38,6.6
3221,6698,Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81,8.3
3222,6699,Scooby-Doo! Unmasked,PS2,2005,Platform,THQ,0.12,0.1,0.0,0.03,0.25,61,8.4
3223,6701,The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0.0,0.01,0.25,75,7.2
3224,6704,World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0.0,0.03,0.25,87,8.6
3225,6707,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25,83,8.0
3226,6709,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.25,79,7.2
3227,6712,The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25,67,7.1
3228,6713,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,8.2
3229,6714,Devil Kings,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,7.4
3230,6715,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0.0,0.02,0.25,59,6.2
3231,6717,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25,78,6.5
3232,6720,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0.0,0.03,0.25,50,5.1
3233,6722,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53,5.8
3234,6724,Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,4.4
3235,6727,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25,77,8.1
3236,6728,Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0.0,0.03,0.25,43,6.3
3237,6731,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70,7.4
3238,6732,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25,89,7.7
3239,6733,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25,56,4.9
3240,6734,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,7.4
3241,6738,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25,51,7.2
3242,6744,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25,67,4.8
3243,6745,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,6.1
3244,6747,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25,63,tbd
3245,6749,Fuel,PS3,2009,Racing,Codemasters,0.08,0.12,0.0,0.05,0.25,67,7.4
3246,6751,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25,80,4.2
3247,6756,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.25,77,8.4
3248,6758,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25,66,6.4
3249,6760,Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25,74,4.7
3250,6761,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82,6.4
3251,6763,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25,57,7.4
3252,6764,Turning Point: Fall of Liberty,PS3,2008,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.25,42,5.3
3253,6765,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71,7.3
3254,6767,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0.0,0.03,0.25,63,6.4
3255,6768,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,66,7.8
3256,6775,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0.0,0.02,0.24,58,8.1
3257,6780,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,80,7.1
3258,6787,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24,74,8.2
3259,6790,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24,80,7.9
3260,6791,Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,0.14,0.09,0.0,0.02,0.24,48,6.9
3261,6792,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24,75,7.2
3262,6793,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.24,53,5.4
3263,6794,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24,75,7.0
3264,6796,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24,70,5.6
3265,6799,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63,5.7
3266,6802,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,7.6
3267,6806,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24,63,7.9
3268,6807,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.02,0.24,50,tbd
3269,6812,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24,84,8.9
3270,6815,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24,83,8.6
3271,6816,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70,5.0
3272,6819,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24,46,7.3
3273,6820,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.13,0.09,0.0,0.02,0.24,75,7.8
3274,6824,Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24,41,tbd
3275,6825,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24,68,5.0
3276,6826,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24,63,7.8
3277,6827,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24,64,6.2
3278,6832,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24,88,5.8
3279,6835,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24,78,7.7
3280,6836,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24,79,7.6
3281,6839,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,81,8.1
3282,6840,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81,8.1
3283,6841,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,8.4
3284,6849,Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24,52,7.9
3285,6850,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70,7.0
3286,6852,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24,58,8.2
3287,6853,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24,51,6.9
3288,6855,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24,73,5.4
3289,6874,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24,77,7.5
3290,6876,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83,8.2
3291,6879,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24,81,tbd
3292,6881,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61,4.0
3293,6883,Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24,49,5.8
3294,6884,Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64,3.9
3295,6885,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24,72,8.0
3296,6893,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,7.7
3297,6895,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24,61,tbd
3298,6896,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24,75,6.5
3299,6900,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24,47,4.9
3300,6902,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,59,5.3
3301,6903,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59,5.7
3302,6907,Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68,7.1
3303,6909,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24,56,6.4
3304,6911,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24,71,6.8
3305,6913,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24,59,7.2
3306,6914,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24,46,3.6
3307,6916,Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0.0,0.03,0.24,85,8.8
3308,6917,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,70,tbd
3309,6920,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24,47,4.9
3310,6923,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24,61,6.7
3311,6930,LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.1,0.0,0.05,0.24,64,6.9
3312,6934,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24,42,4.8
3313,6944,Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24,65,6.2
3314,6945,The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24,68,6.9
3315,6948,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24,58,5.0
3316,6952,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24,72,6.7
3317,6953,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,56,7.9
3318,6959,Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,67,3.6
3319,6960,Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76,7.0
3320,6963,Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23,77,7.9
3321,6972,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,85,7.6
3322,6973,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79,7.8
3323,6976,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68,4.9
3324,6980,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,7.4
3325,6981,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.23,70,6.4
3326,6989,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23,80,7.4
3327,6990,SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,79,8.0
3328,6991,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.23,54,6.7
3329,6992,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23,85,7.3
3330,6994,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23,73,8.5
3331,6995,Starsky & Hutch,XB,2003,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,58,5.7
3332,6998,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,72,6.5
3333,6999,Carnival Island,PS3,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,66,5.2
3334,7000,Jeremy McGrath Supercross World,PS2,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,35,2.9
3335,7003,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47,7.3
3336,7005,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27,5.8
3337,7008,Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Play It,0.2,0.01,0.0,0.02,0.23,73,8.0
3338,7009,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23,63,6.2
3339,7010,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75,8.2
3340,7011,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89,8.3
3341,7014,Worms: Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23,58,6.5
3342,7015,ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23,90,7.0
3343,7018,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84,8.0
3344,7020,NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,53,tbd
3345,7028,Ultimate Band,DS,2008,Misc,Disney Interactive Studios,0.19,0.02,0.0,0.02,0.23,69,tbd
3346,7029,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81,8.3
3347,7030,Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0.0,0.02,0.23,80,8.0
3348,7033,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,78,tbd
3349,7042,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.13,0.08,0.0,0.02,0.23,62,7.2
3350,7044,Madden NFL 06,GBA,2005,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,71,tbd
3351,7046,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,57,4.6
3352,7049,Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23,73,8.3
3353,7050,Project CARS,XOne,2015,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,81,5.7
3354,7053,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66,8.6
3355,7054,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.23,58,7.2
3356,7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23,72,8.5
3357,7059,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23,59,5.9
3358,7060,Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,52,tbd
3359,7061,Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23,69,5.8
3360,7066,Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.21,0.01,0.0,0.02,0.23,79,5.8
3361,7071,WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71,7.1
3362,7073,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74,8.7
3363,7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23,72,7.8
3364,7083,The Italian Job,PS2,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,55,6.0
3365,7087,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,82,8.0
3366,7089,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61,6.1
3367,7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86,8.6
3368,7099,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90,6.7
3369,7100,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,58,6.2
3370,7101,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,73,8.5
3371,7102,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23,56,tbd
3372,7108,Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,50,5.8
3373,7111,Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23,64,7.2
3374,7114,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,61,tbd
3375,7116,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,39,6.2
3376,7119,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23,81,7.8
3377,7123,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,62,5.9
3378,7128,NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,55,tbd
3379,7130,Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,61,8.5
3380,7135,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,76,8.2
3381,7136,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51,6.5
3382,7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22,61,6.1
3383,7138,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72,7.5
3384,7144,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,74,8.6
3385,7159,Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,60,7.3
3386,7160,Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58,7.2
3387,7161,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,66,tbd
3388,7172,Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,79,7.4
3389,7175,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88,7.6
3390,7176,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77,8.3
3391,7179,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,70,5.4
3392,7180,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,55,7.4
3393,7181,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,80,8.2
3394,7182,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,68,6.8
3395,7189,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,60,6.2
3396,7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,46,5.7
3397,7192,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,61,8.0
3398,7194,Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,6.1
3399,7197,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69,7.3
3400,7199,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76,6.6
3401,7200,Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77,8.9
3402,7204,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,63,7.7
3403,7206,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,82,8.2
3404,7211,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58,6.7
3405,7216,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0.0,0.0,0.22,66,tbd
3406,7220,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,67,7.5
3407,7221,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,77,8.5
